Ref,Title,FName,MName,LName,BDate,DDate,Male,Silent,CharTypeID,KnownAs,Comments,CDate,UDate,CName,UName
923,,Judy,,The Dog,,01/01/1961 00:00,0,1,,,A spaniel belonging  to Tom Forrest dead,03/23/05 14:36:35,02/24/12 11:40:51,fishec50,fishec50
924,,Timus,,The Dog,,,1,1,,,"A corgi given to Phil by Walter and Bill Sawyer, after Grace's death",03/23/05 14:38:07,11/05/2008 16:44,fishec50,fishec50
925,,Butch,,The Dog,,06/01/1972 00:00,1,1,,,A bulldog which was a gift to Walter from Debbie Glover in 1958,03/23/05 14:39:44,03/23/05 14:39:44,fishec50,fishec50
926,,Turpin,,The Dog,,,0,1,,,A Boxer belonging to Jack and Peggy Archer 1964,03/23/05 14:41:10,02/22/06 12:47:48,fishec50,fishec50
927,,Felicity,,The Dog,,,0,1,,,A terrier belonging to Mrs. Turvey,03/23/05 14:42:16,03/23/05 14:42:17,fishec50,fishec50
928,,Trigger,,The Dog,12/28/64 00:00:00,10/01/1976 00:00,1,1,,,A Jack Russell belonging to Doris,03/23/05 14:43:42,03/23/05 14:43:42,fishec50,fishec50
929,,Honey,,The Dog,02/15/66 00:00:00,01/01/1968 00:00,0,1,,,A Bassett Hound belonging to Hazel Woollley she was shot for sheep worrying,03/23/05 14:46:18,03/23/05 14:46:18,fishec50,fishec50
930,,Trouncer,,The Dog,02/15/68 00:00:00,,0,1,,,a replacement for Honey belonging to Hazel Woolley,03/23/05 14:47:53,03/23/05 14:54:53,fishec50,fishec50
931,,Nell,,The Dog,,11/20/91 00:00:00,0,1,,,Sheep dog at Brookfield in 1977,03/23/05 14:48:53,02/24/12 11:41:35,fishec50,fishec50
932,,Bessie,,The Dog,,,0,1,,,"John Archer's puppy mongrel a labrador/retriever mix
Assume dead",03/23/05 14:50:24,05/20/09 12:19:20,fishec50,fishec50
933,,Megs,,The Dog,,,0,1,,,George's working dog - dead,03/23/05 14:51:15,02/24/12 11:41:56,fishec50,fishec50
934,,Bess,,The Dog,,,0,1,,,Brookfield sheepdog,03/23/05 14:52:09,03/23/05 14:52:09,fishec50,fishec50
935,,Curly,,the band leader,,,1,1,,,"His band is called ""The Cheatinâ€™ Hearts""",03/30/05 12:58:15,04/26/12 15:34:54,fishec50,fishec50
936,,Dieter,,The boyfriend,,,1,0,,,,03/30/05 17:20:36,04/26/12 15:35:15,fishec50,fishec50
937,,Isabel,,Blake,,,0,0,,Izzy,Born 1993 - same school year as Pip,04/01/2005 10:58,10/15/10 15:33:10,fishec50,fishec50
939,,Tamsin,,Butler,,,0,0,,,Tom's girlfriend - Tamsin  enjoys meeting up with friends and having a laugh and travelling to the Greek islands.  She adores jet ski-ing.  She has a brother in Cornwall - she goes there whenever she can,04/22/05 14:35:18,05/20/05 10:12:20,fishec50,fishec50
940,,Wesley,,the Supermarket marketing manager,,,0,0,,,Was the Supermarket marketing manager before Tamsin,04/22/05 14:38:36,04/26/12 15:35:43,fishec50,fishec50
941,,Barf,,The friend,,,1,1,,,Bruno's friend from Borchester,04/22/05 15:45:34,04/26/12 15:36:33,fishec50,fishec50
943,,Nimrod,,The Horse,,,1,1,,,One of Oliver's horses that he takes to the Lower Loxley Point to Point,04/25/05 11:39:16,07/05/2005 10:21,fishec50,fishec50
944,2,,,Harker,,,0,0,,,Eddie did some work on her wall in Penny Hassett,04/25/05 14:50:22,04/25/05 14:50:43,fishec50,fishec50
945,,Felicity,,Carmichael - maiden name,,,0,0,,,Lewis's daughter,04/25/05 16:09:05,04/26/12 15:42:58,fishec50,fishec50
946,,George (young),Edward,Grundy,04/07/2005 00:00,,1,0,,,Emma and Will's baby. He was 7lb 4oz at birth,04/25/05 16:30:47,09/24/10 12:47:09,fishec50,fishec50
947,,Henrietta,,The Girlfriend,,,0,0,,,James Bellamy's ex-girlfriend,04/26/05 17:10:06,04/26/12 15:43:19,fishec50,fishec50
948,,Karen,,The mother,,,0,1,,,Izzy's mum,05/27/05 16:18:05,04/26/12 15:43:39,fishec50,fishec50
949,,Bill,,Robertson,,,1,0,,,Local vet - wife Sally married in 1976,06/08/2005 10:42,08/04/2011 14:35,fishec50,fishec50
950,,Alan,,Russell,,,1,0,,,The Soil Association man,06/08/2005 15:19,06/08/2005 15:20,fishec50,fishec50
951,,Gustave,,Touvier,,,0,0,,,,06/24/05 11:45:22,06/24/05 11:45:22,fishec50,fishec50
952,,,,Cunningham,,,1,1,,,Shula stole his car,07/05/2005 11:14,07/05/2005 11:18,fishec50,fishec50
953,,Barbarella,,The Pig,,,0,1,,,The Grundy's Berkshire pig,07/13/05 12:31:53,07/13/05 12:31:57,fishec50,fishec50
954,,Kirsten,,the child,,,0,1,,,Child who suffered a riding accident at The Stables,07/27/05 11:07:01,04/26/12 15:43:50,fishec50,fishec50
955,,Stephen,,Dudley,,,1,0,,,New specialist vet at Brookfield,07/28/05 16:52:26,09/21/06 11:39:55,fishec50,fishec50
956,,Stuart,,Graeme,,,1,1,,,Teacher at Loxley Barrett,08/12/2005 16:52,08/12/2005 16:52,fishec50,fishec50
957,,Tanya,,The stable girl,,,0,1,,,Tanya helps out at The Stables,08/18/05 11:46:34,04/26/12 15:44:04,fishec50,fishec50
958,,John,,Briar,,,0,0,,,Joeâ€™s Halloween Story:,08/23/05 12:51:16,08/23/05 12:52:00,fishec50,fishec50
960,,Ernie,,Smallwoord,,,0,0,,,Steve tells David that Ernie's one of the best slaughtermen he knows,10/20/05 11:37:38,12/01/2005 17:33,fishec50,fishec50
961,,Sabrina,,Thwaite,,,0,1,,,Lives in Grange Spinney husband Richard,10/24/05 15:18:49,03/14/07 11:59:56,fishec50,fishec50
962,,Marcie,,Fitzwarren,,,0,1,,,Works for Borsetshire Life,11/17/05 16:43:33,11/17/05 16:44:01,fishec50,fishec50
963,,Quentin,,Brock,,,1,1,,,,12/01/2005 17:23,12/01/2005 17:23,fishec50,fishec50
964,,Eric,,Selwyn,,,1,1,,,,12/07/2005 14:14,12/07/2005 14:14,fishec50,fishec50
965,,Guiseppe,,The manager,,,1,1,,,Guiseppe the manager at Grey Gables 1977,12/13/05 10:59:23,04/26/12 15:44:23,fishec50,fishec50
966,,Jackie,,Smith,,,0,0,,,,12/13/05 11:13:49,12/13/05 11:13:49,fishec50,fishec50
967,,Glen,,Whitehouse,,,1,0,,,Editor of Borsetshire Life,01/06/2006 17:14,11/22/07 16:14:07,fishec50,fishec50
968,,Bodicea,,The Pig,,,0,1,,,,01/10/2006 14:31,01/30/06 13:04:23,fishec50,fishec50
969,2,Barbara,,Godden,,,0,1,,,Proprietor of The Laurels,01/11/2006 15:08,01/11/2006 15:31,fishec50,fishec50
970,26,,,Lawson-Hope,,,0,0,,,,01/13/06 10:37:51,01/13/06 10:37:51,fishec50,fishec50
971,,Clive,,Lawson-Hope,,,1,0,,,,01/13/06 10:38:09,01/13/06 10:38:12,fishec50,fishec50
972,,Letty,,Lawson-Hope,,,0,0,,,,01/13/06 10:38:35,01/13/06 10:38:35,fishec50,fishec50
974,,Jason,,Haimes,,,1,1,,,Sandra's son - Joe Grundy's computer dating story 1987,01/31/06 11:13:23,01/31/06 11:13:23,fishec50,fishec50
975,,Krysha,,The hotel worker,,,0,1,,,,01/31/06 15:07:38,04/26/12 15:44:41,fishec50,fishec50
976,,Eunice,,The old lady,,,0,1,,,,01/31/06 15:14:40,04/26/12 16:08:19,fishec50,fishec50
977,,Ken,,Tyler,,,1,1,,,,01/31/06 16:45:59,01/31/06 16:45:59,fishec50,fishec50
978,,Arnold,,Lucas,,,1,0,,,Retired solicitor,02/01/2006 14:13,02/01/2006 14:17,fishec50,fishec50
979,,Stan,,Gates,,,1,1,,,,02/14/06 16:07:29,02/14/06 16:07:29,fishec50,fishec50
980,,Jade,,Everleigh,,,0,1,,,26 in 2005,02/14/06 17:19:11,02/14/06 17:19:25,fishec50,fishec50
981,,Duncan,,Fordington,,,1,1,,,Ex - director of an investment bank,02/20/06 11:25:20,02/20/06 11:25:20,fishec50,fishec50
983,,Paul,,Conroy,,,1,1,,,,03/02/2006 17:14,03/02/2006 17:14,fishec50,fishec50
984,,Ernie,,The maintenance man,,,1,1,,,,03/03/2006 11:58,04/26/12 17:03:37,fishec50,fishec50
985,,Madeline,,The friend,,,0,1,,Madds,Old Friend of Ian's,03/03/2006 14:24,04/26/12 15:45:37,fishec50,fishec50
986,,Mickey,,Sullivan,,,1,1,,,,03/09/2006 10:55,03/09/2006 10:55,fishec50,fishec50
987,1,,,Crabtree,,,1,1,,,Of Jefferson Crabtree and Partners,03/09/2006 15:13,03/09/2006 15:16,fishec50,fishec50
988,1,,,Jefferson,,,1,1,,,Of Jefferson Crabtree and Partners,03/09/2006 15:14,03/09/2006 15:15,fishec50,fishec50
989,,Dotty,,The hen,,,0,1,,,,03/10/2006 12:13,03/10/2006 12:13,fishec50,fishec50
990,,Jack,,Roberts,,,0,0,,,,03/14/06 10:58:13,03/14/06 10:58:13,fishec50,fishec50
991,,Des,,Drayton,,,0,0,,,See - Mike's milk round 1978,03/14/06 16:25:14,03/14/06 16:25:14,fishec50,fishec50
992,,Carly,,The foster child,,,0,0,,,"One of Caroline and Oliver's foster children.  Caroline tells Shula that they got an email from Carly a couple of weeks ago (October 2013).  She's married now, to a chap in the army",03/30/06 10:45:27,01/07/2014 15:01,fishec50,fishec50
994,,Senator,,The Charolais,,,0,1,,,,03/30/06 11:28:48,05/20/09 10:15:18,fishec50,fishec50
995,,Hugo,,Barnaby,,,1,0,,,John Tregorran's cousin Lives in America but has a British passport,04/04/2006 11:13,04/04/2006 11:14,fishec50,fishec50
996,,Fred,,Smerdon,,,1,1,,,,04/12/2006 15:49,04/12/2006 15:49,fishec50,fishec50
997,,Monty,,The Muntjac deer,,,1,1,,,,04/13/06 14:00:49,04/13/06 14:00:49,fishec50,fishec50
998,,Barney,,Lee,,,1,0,,,,04/20/06 16:23:17,04/20/06 16:23:17,fishec50,fishec50
999,,Brendan,,The Rugby player,,,1,1,,,Plays rugby in 2006,04/24/06 11:23:01,04/26/12 15:46:31,fishec50,fishec50
1000,,India,,Beesborough,06/01/1988 00:00,,0,0,,,Mandy's daughter born 1988,04/27/06 15:45:13,12/04/2012 12:04,fishec50,fishec50
1001,,Sarah,,Locke,,,0,0,,,,05/08/2006 11:30,05/08/2006 11:30,fishec50,fishec50
1002,,Magnus,,The boyfriend,,,1,1,,,Elizabeth's boyfriend in 1985,05/23/06 17:01:40,04/26/12 15:46:43,fishec50,fishec50
1003,,Jim,,Elliott,,,1,0,,,"Jim is the tenant farmer of Bridge Farm 140 acres south of Ten Elms Rise, bounded by Heydon Berrow (1977)",05/31/06 10:27:47,05/31/06 10:35:18,fishec50,fishec50
1004,,Meg,,Elliott,,,0,0,,,Jim's wife,05/31/06 10:44:05,05/31/06 10:44:06,fishec50,fishec50
1005,,,,Bonnetti Brothers,,,1,1,,,Lee and Craig,05/31/06 12:08:16,05/31/06 15:06:35,fishec50,fishec50
1006,,Zandra,,Rhodes,,,0,0,,,Herself,06/20/06 12:41:42,11/22/07 16:09:03,fishec50,fishec50
1007,9,Patrick,,Lichfield,,,1,0,,,,06/27/06 12:52:24,06/27/06 12:52:24,fishec50,fishec50
1008,2,,,Mead,,,0,0,,,Polly's mum,06/27/06 17:00:23,06/27/06 17:00:23,fishec50,fishec50
1009,,Peter,,Briggs,,,1,0,,,,06/27/06 17:13:44,06/27/06 17:13:44,fishec50,fishec50
1010,,Mister Jones,,The Horse,,,1,1,,,dead,06/28/06 15:16:15,02/24/12 11:51:35,fishec50,fishec50
1011,,Michele,,Brown,,,0,0,,,,06/28/06 16:56:02,06/28/06 16:56:02,fishec50,fishec50
1012,16,Dean,,Fletcher,,,1,0,,,,06/29/06 15:03:53,06/29/06 15:30:33,fishec50,fishec50
1013,,Charles,,Hodgeson,,,1,0,,,,06/30/06 10:55:52,06/30/06 10:55:52,fishec50,fishec50
1014,14,Austen,,Bigsby,,,1,0,,,,07/05/2006 11:48,07/05/2006 11:48,fishec50,fishec50
1016,,Lazlo,,The fruit picker,,,1,1,,,2006 fruit picker,07/20/06 10:06:32,04/26/12 15:46:59,fishec50,fishec50
1017,,Malanka,,The fruit picker,,,0,1,,,Home Farm fruit picker,07/20/06 12:18:53,04/26/12 15:47:17,fishec50,fishec50
1018,2,,,Bone,,,0,1,,,Caroline's mother,07/26/06 15:24:51,07/26/06 15:24:51,fishec50,fishec50
1019,,Kev,,Machin,,,0,0,,,Darrington cricket player,07/27/06 16:32:29,08/03/2006 15:53,fishec50,fishec50
1020,,Ted,,Plater,,,1,1,,,,09/06/2006 15:33,09/21/06 11:59:15,fishec50,fishec50
1021,,Molly,,Button,,,0,1,,,A child in 2006 she lives in Glebelands aged 10 in 2010,09/06/2006 15:35,07/21/10 15:58:20,fishec50,fishec50
1022,,Rupert,,Pargetter,,,1,1,,,Nigel's great uncle who died during the first world war. Born 1887,09/07/2006 11:18,05/08/2007 15:29,fishec50,fishec50
1025,,Connor,,the student,,,1,1,,,Student at Home Farm,09/28/06 15:59:46,04/26/12 15:47:26,fishec50,fishec50
1026,,Ross,,Adams,,,1,0,,,Helen's boyfriend,10/04/2006 14:37,05/07/2008 15:23,fishec50,fishec50
1027,,,,Robinsons,,,0,1,,,,11/16/06 16:35:44,11/16/06 16:35:44,fishec50,fishec50
1028,,Venetia,,Streatfield,,,0,0,,Nisha,Friend of Alice's,11/17/06 16:36:24,02/21/07 16:39:55,fishec50,fishec50
1030,,Julian,,Hapgood-Harman,,,1,1,,,Editor of The Echo until his retirement in 1976,11/28/06 10:39:00,04/24/07 14:45:59,fishec50,fishec50
1031,,Alec,,The rural craftsman,,,1,1,,,The greenwood teacher,12/04/2006 16:45,11/07/2012 10:31,fishec50,fishec50
1032,,Bill,,The Gamekeeper,,,1,1,,,The retired gamekeeper,12/06/2006 12:30,04/26/12 15:47:52,fishec50,fishec50
1033,,Toyah,,The girlfriend,,,0,1,,,Jazzer's girlfriend - 2006,01/05/2007 15:38,04/26/12 15:48:02,fishec50,fishec50
1034,,Martin,,the herdsman,,,0,0,,,the herdsman,01/05/2007 19:20,04/26/12 15:48:21,fishec50,fishec50
1035,,Susie,,The aunt,,,0,1,,,Ian's aunty,01/11/2007 14:32,04/26/12 15:48:32,fishec50,fishec50
1036,,Glen,,Craig,,,1,0,,,Ian's Dad,01/26/07 15:45:11,01/26/07 15:45:11,fishec50,fishec50
1037,,Sebastian,,Streatfield,,,1,1,,Basti,Venetia's brother,02/21/07 16:56:35,02/21/07 16:56:35,fishec50,fishec50
1038,,Den,,The boyfriend,,,1,1,,,Tracy's partner - father of her two children. 2012 ex,02/23/07 16:39:13,05/15/12 14:26:59,fishec50,fishec50
1039,12,Andrew,,the Bishop,,,1,1,,,,02/23/07 17:12:03,04/26/12 15:49:02,fishec50,fishec50
1040,,Seb,,Granger,,,1,1,,,,02/26/07 15:33:25,02/26/07 15:33:25,fishec50,fishec50
1041,,Denise,,Brookes,,,0,1,,,Helen's counselor,02/28/07 11:27:34,02/28/07 11:28:15,fishec50,fishec50
1042,,Edmund,,Pargetter,,,1,1,,,,02/28/07 16:35:32,02/28/07 16:35:32,fishec50,fishec50
1043,,Crispin,,Streatfield,,,0,0,,,Venetia's father,03/02/2007 11:25,03/02/2007 11:25,fishec50,fishec50
1044,5,Angus,,MacLaren,,,1,0,,,The village doctor in 1959,03/07/2007 10:29,03/07/2007 10:29,fishec50,fishec50
1045,,Anna,Louise,Tregorran,09/23/69 00:00:00,,0,0,,,,03/12/2007 12:50,08/09/2013 14:46,fishec50,fishec50
1046,,Richard,,Thwaite,,,1,1,,,Lives in Grange Spinney with wife Sabrina,03/14/07 11:59:18,03/14/07 11:59:23,fishec50,fishec50
1047,,Stacey,,Gallagher,,,0,1,,,,03/15/07 16:47:29,03/15/07 16:48:06,fishec50,fishec50
1048,,Glyn,,Howell-Price,,,1,1,,,Friend of Alistair's a retired antiques dealer - March 2007,03/30/07 10:30:04,03/30/07 10:31:06,fishec50,fishec50
1049,,Gavin,,Williams,,,1,1,,,,03/30/07 10:55:05,03/30/07 10:55:05,fishec50,fishec50
1050,,Daphne,,Anderson,,,0,1,,,,04/04/2007 11:12,04/04/2007 11:12,fishec50,fishec50
1051,,Bridget,,Donovan,,,0,1,,,Siobhan's mother in 2007 she was over 80,04/04/2007 16:55,04/27/07 12:11:06,fishec50,fishec50
1052,,Johnny,,Bray,,,1,1,,,In 1938 Johnny Bray drowned in Arkwright lake.,04/10/2007 12:51,04/10/2007 12:51,fishec50,fishec50
1053,,Maggie,,Price,,,0,0,,,,04/17/07 11:37:37,04/17/07 11:37:37,fishec50,fishec50
1054,,Vince,,the Natural England rep,,,1,0,,,Natural England rep,04/20/07 11:58:05,04/26/12 15:49:15,fishec50,fishec50
1055,2,,,Postles,,,0,1,,,Walter's home help,04/23/07 12:33:45,04/23/07 12:33:46,fishec50,fishec50
1056,,Tom,,Tyrell,,,1,1,,,1977 corrupt councillor,04/24/07 14:41:48,04/24/07 14:42:46,fishec50,fishec50
1057,,Mick,,Sudbury,,,1,1,,,cricket coach - 2007,04/25/07 10:08:07,04/25/07 10:08:07,fishec50,fishec50
1058,,Eleanor,,Rivers,,,0,1,,,Runs Jack Woolley's group at the Day Centre,04/25/07 11:17:57,04/25/07 11:18:58,fishec50,fishec50
1059,,Imogen,,The Journalist,,,0,0,,,works at The Echo - 2007,04/25/07 11:22:39,04/26/12 15:50:15,fishec50,fishec50
1060,,James,,Pargetter,,,1,1,,,A young man in 1842,04/27/07 12:36:09,04/27/07 12:49:12,fishec50,fishec50
1061,,Robert,,Heriot,,,1,0,,,Artist friend of John Tregorran 1966,05/16/07 15:15:59,05/16/07 15:15:59,fishec50,fishec50
1062,,Bill,,Clifford,,,1,0,,,Probation officer 1976,05/16/07 15:20:30,05/16/07 15:20:50,fishec50,fishec50
1063,,Elizabeth,,Lawson,,,0,0,,,1957 girlfriend of Phil Archer,05/16/07 15:28:31,05/16/07 15:28:31,fishec50,fishec50
1064,,Chloe,,Tempest,,,0,0,,,co-conspirator in kidnap of Adam 1970,05/16/07 15:30:24,05/16/07 15:30:24,fishec50,fishec50
1065,,George,,Randall,,,1,0,,,Policeman - 1951,05/16/07 15:32:55,05/16/07 15:33:06,fishec50,fishec50
1066,,Dawn,,Kingsley,,,0,0,,,1962,05/16/07 15:37:34,05/16/07 15:37:34,fishec50,fishec50
1067,,Hilda,,Johnson,,,0,0,,,Mother of Paul,05/16/07 15:40:49,05/16/07 15:40:49,fishec50,fishec50
1068,,Hebe,,Taylor,,,0,0,,,Played by herself,05/17/07 16:08:38,05/17/07 16:09:04,fishec50,fishec50
1069,,Arthur,,Perkins,,,1,0,,,,05/21/07 16:10:02,05/21/07 16:10:02,fishec50,fishec50
1070,,Mark,,Watson,,,1,1,,,,05/23/07 15:31:31,05/23/07 15:31:31,fishec50,fishec50
1071,,James,,Beesborough,,,1,1,,,,05/24/07 10:51:31,05/24/07 10:51:31,fishec50,fishec50
1072,,Carole,,Deedes,,,0,0,,,,05/24/07 14:45:38,05/24/07 14:45:38,fishec50,fishec50
1073,,Salieri,,The Llama,05/25/07 00:00:00,,1,1,,,,06/01/2007 16:11,12/01/2008 12:04,fishec50,fishec50
1074,,Dale,,The farm contractor,,,1,1,,,,06/04/2007 16:36,06/14/13 11:32:44,fishec50,fishec50
1075,,Omar,,the student,,,1,1,,,,06/11/2007 16:06,04/26/12 15:52:40,fishec50,fishec50
1076,,Bob,,Lawrence,,,1,0,,,,06/12/2007 12:23,06/12/2007 12:23,fishec50,fishec50
1077,,Ryan,,The Grey Gables worker,,,1,1,,,This is not the gambler,06/27/07 12:16:22,04/26/12 15:53:17,fishec50,fishec50
1078,,Gray,,Bostock,,,1,1,,,,06/27/07 16:39:54,06/29/07 15:27:57,fishec50,fishec50
1079,,Sally,,The FWAG advisor,,,0,1,,,,06/28/07 16:17:33,04/26/12 15:53:38,fishec50,fishec50
1081,,Rachel,,Dorsey,,,0,0,,,Archdeacon,07/12/2007 10:38,02/06/2008 16:52,fishec50,fishec50
1082,,Jeremy,,The student,,,1,1,,,Home Farm Student '07,07/12/2007 10:51,04/26/12 15:53:49,fishec50,fishec50
1083,,Malcolm,,The Gamekeeper,,,1,1,,,Gamekeeper works with William,07/26/07 16:53:58,04/26/12 15:54:11,fishec50,fishec50
1084,,Jake,,Grundy,,,1,1,,,Nic's son born  2004 -  before July,08/02/2007 16:06,08/28/13 15:51:32,fishec50,fishec50
1085,,Mia,,Grundy,,,0,1,,,Nic's daughter born 2006 before July,08/02/2007 16:07,08/28/13 16:44:12,fishec50,fishec50
1086,,Nicola,Louise,Grundy,,,0,0,,,"single mum with two kids - Jake and Mia - she is 27 in 2007 - born 1980. In February Will gave her an ""early"" birthday present.
Married William Grundy on 1/1/12",08/02/2007 16:10,08/28/13 16:06:59,fishec50,fishec50
1087,,Sipho,,Madikane,07/26/07 00:00:00,,1,1,,,Kate's third child,08/28/07 16:05:04,08/28/07 16:08:03,fishec50,fishec50
1088,,Otylia,,The barmaid,,,0,1,,Ottie,Polish girl who works at Jaxx 2007,08/28/07 16:11:23,04/26/12 15:54:27,fishec50,fishec50
1089,,Scarlett,,del Monte,,,0,0,,,A burlesque dancer real name Sandra Dawson,10/12/2007 12:27,10/12/2010 12:00,fishec50,fishec50
1090,,Ralph,,Grundy cousin,,,1,1,,Cousin Ralph,Eddie's cousin,10/22/07 15:59:11,04/26/12 15:54:48,fishec50,fishec50
1091,,Wendy,,Corrine,,,0,1,,,Replies to Mike's lonely hearts advert - 2007,10/23/07 15:30:14,04/26/12 15:55:02,fishec50,fishec50
1092,,Mike,,Gatting,,,1,0,,,Cricketer who played himself at The Village Cricket cup at Lords in 2007,10/26/07 16:36:47,10/26/07 16:37:08,fishec50,fishec50
1093,,Calum,,The boyfriend,,,1,0,,,Emma's boyfriend 2007,11/05/2007 15:04,04/26/12 15:55:13,fishec50,fishec50
1094,10,,,Collins,,,1,0,,,The policeman involved in Kathy's rape case 2007,11/07/2007 11:17,11/07/2007 11:17,fishec50,fishec50
1095,,Dick,,Somerville,,,1,1,,,,11/12/2007 15:25,11/12/2007 15:25,fishec50,fishec50
1096,,Penny,,The Yoga,,,0,1,,,Runs the yoga class in the village hall - 2007,11/12/2007 15:33,04/26/12 15:55:48,fishec50,fishec50
1097,,Blaize,,Montpelier,,,0,1,,,An image consultant 2007 - Her husband owns most of Felpersham City Football club,11/12/2007 16:04,11/12/2007 16:06,fishec50,fishec50
1098,,Keeley,,Sagar,,,0,1,,,Squaddie's wife,11/15/07 12:14:31,11/15/07 12:14:57,fishec50,fishec50
1099,,Toby,,The Rare breed worker,,,1,1,,,Works with the rare breeds at Lower Loxley - 2007,11/15/07 15:17:07,04/26/12 15:56:13,fishec50,fishec50
1100,,Annabelle,,Schrivener,,,0,0,,,Born sometime after 1962: 2007 late thirties early forties,11/22/07 11:23:28,08/01/2011 14:11,fishec50,fishec50
1101,,Max,,Staunton,,,1,1,,,,01/18/08 16:23:04,01/18/08 16:23:04,fishec50,fishec50
1102,,Cranford Crystal,,The Horse,,,0,1,,Crystal,Born in 2003,01/18/08 16:31:55,11/05/2009 13:10,fishec50,fishec50
1103,,Marshall,,Latham,,,1,0,,,Born 1975,01/21/08 15:42:05,05/22/09 11:41:50,fishec50,fishec50
1104,,Jim,,Bolton,,,1,0,,,,02/01/2008 12:57,02/01/2008 12:57,fishec50,fishec50
1105,,Freya,,The shop assistant,,,0,1,,,Works at Lower Loxley - 2007,02/06/2008 10:53,04/26/12 15:56:37,fishec50,fishec50
1106,,Keith,,Stamford,,,1,0,,,Taylor (Owen) 's solicitor,02/07/2008 10:15,02/07/2008 10:20,fishec50,fishec50
1107,,Carl,,Logan,,,1,0,,,Anaerobic Digester consultant.,02/07/2008 15:47,02/13/08 11:39:03,fishec50,fishec50
1108,,Terry,,Midwinter,,,1,1,,,Councillor Terry Midwinter is a useful chap to know - 2008,02/13/08 12:34:06,02/13/08 12:34:24,fishec50,fishec50
1109,,Tiddles,,The Cat,,,0,1,,,Assume dead off air,02/19/08 10:36:59,05/20/09 12:16:46,fishec50,fishec50
1110,,Suzanne,,The girlfriend,,,0,1,,,Mark's girlfriend,02/19/08 12:57:23,04/26/12 15:56:53,fishec50,fishec50
1111,,Ben,,Warner,,,0,0,,,,02/19/08 14:57:27,02/19/08 14:58:10,fishec50,fishec50
1112,,Peter,,Matthews,,,1,1,,,,02/22/08 10:51:48,02/22/08 10:51:48,fishec50,fishec50
1113,,Robert,,Winston,,,1,0,,,A real life fertility consulant who played Hayley's consulant,02/26/08 09:53:12,02/26/08 09:54:15,fishec50,fishec50
1114,,Abbie,Elizabeth,Tucker,03/07/2008 00:00,,0,1,,,Her name is  Abigail but called Abbie,03/26/08 10:54:44,12/03/2008 15:07,fishec50,fishec50
1115,,Karolina,,The au pair,,,0,1,,,Sabrina Thwaite's au pair,04/07/2008 15:13,04/26/12 15:57:11,fishec50,fishec50
1116,,Jonathan,,The boyfriend,,,1,1,,,Pip's first boyfriend,04/07/2008 17:20,04/26/12 15:57:22,fishec50,fishec50
1117,,Mattie,,Troach,,,1,1,,,Was a blacksmith in Ambridge many years ago,04/18/08 10:41:29,04/18/08 10:42:39,fishec50,fishec50
1118,,Comet,,The Pony,,,0,0,,,,04/18/08 16:51:33,04/18/08 16:51:33,fishec50,fishec50
1119,,Arthur,,The farm student,,,1,0,,,Bridge Farm student,04/18/08 16:59:11,04/26/12 15:57:38,fishec50,fishec50
1120,,Kip,,The Dog,,,1,1,,,Male Dog at Grange Farm - as this was a one off don't use again - June 2009,04/25/08 11:36:35,05/27/09 11:52:09,fishec50,fishec50
1121,,Fiona,,The secretary,,,0,1,,,Grey Gables secretary / accountant 1984,04/25/08 15:59:01,04/26/12 15:57:52,fishec50,fishec50
1122,,Bill,,Young,,,1,0,,,A YIT in 1984,04/25/08 16:00:11,04/25/08 16:00:11,fishec50,fishec50
1123,,Gloria,,the switchboard operator,,,0,1,,,,04/25/08 16:06:29,04/26/12 15:58:38,fishec50,fishec50
1124,,Paulo,,the Spanish Head Waiter,,,1,1,,,,04/25/08 16:09:00,04/26/12 15:59:22,fishec50,fishec50
1125,,Nick,,Wearing,,,1,0,,,19 in 1978 when he first came to Ambridge,04/30/08 16:18:14,04/30/08 16:18:14,fishec50,fishec50
1126,,Jacqui,,the liaison officer,,,0,0,,,Kathy's liaison officer for the rape case - 2008,04/30/08 16:54:22,04/26/12 15:59:42,fishec50,fishec50
1127,,Clare,,Richardson,,,0,1,,,Taylor's other victim in the rape case 2008,05/01/2008 09:58,05/01/2008 11:00,fishec50,fishec50
1128,,Jimmy,,Miller,,,1,1,,,Red House Farm  - farmer,05/02/2008 12:47,05/02/2008 12:47,fishec50,fishec50
1129,,Leigh,,Barham,,,0,0,,,the director of golf - 2008,05/02/2008 15:56,05/02/2008 15:57,fishec50,fishec50
1130,,Susan,,Myers,,,0,1,,,,05/06/2008 17:27,05/06/2008 17:27,fishec50,fishec50
1131,,Lorna,,Gibbs,,,0,0,,,Kathy's replacement at Lower Loxley. Lives somewhere where Grange Farm milk is delivered,05/15/08 12:31:30,06/14/11 12:36:47,fishec50,fishec50
1132,,Finn,,The band member,,,1,1,,,Member of Fallon's band Little White Lies - other members: Rik and Dale,05/29/08 15:10:51,04/26/12 16:00:03,fishec50,fishec50
1133,,Rik,,The band member,,,1,1,,,Member of Fallon's band Little White Lies - other members: Finn and Dale,05/29/08 15:13:15,04/26/12 16:00:16,fishec50,fishec50
1134,,Dale,,The band member,,,1,1,,,Member of Fallon's band Little White Lies - other members: Rik and Finn,05/29/08 15:13:39,04/26/12 16:00:26,fishec50,fishec50
